img_id,fold
dpath_59-0018,0
crag_39-0032,0
crag_46-0033,0
dpath_55-0026,0
dpath_50-0017,0
glas_8-0002,0
glas_7-0010,0
dpath_2-0018,0
dpath_66-0029,0
glas_45-0011,0
crag_20-0030,0
glas_1-0003,0
crag_56-0018,0
crag_39-0035,0
crag_62-0030,0
crag_60-0006,0
dpath_60-0027,0
dpath_69-0004,0
dpath_1-0013,0
dpath_50-0006,0
dpath_47-0011,0
dpath_12-0006,0
crag_48-0016,0
glas_4-0002,0
crag_46-0008,0
dpath_69-0007,0
dpath_41-0019,0
dpath_62-0016,0
dpath_41-0014,0
crag_57-0002,0
dpath_22-0025,0
dpath_18-0017,0
consep_13-0003,0
dpath_1-0019,0
crag_32-0024,0
dpath_59-0007,0
crag_44-0035,0
dpath_12-0015,0
crag_60-0031,0
crag_47-0034,0
crag_35-0000,0
crag_47-0008,0
crag_55-0007,0
glas_30-0002,0
dpath_18-0005,0
dpath_59-0004,0
crag_5-0018,0
crag_59-0016,0
glas_42-0007,0
glas_46-0011,0
dpath_8-0012,0
dpath_41-0004,0
dpath_42-0032,0
dpath_38-0013,0
glas_7-0010,0
dpath_12-0020,0
pannuke_12-0002,0
crag_35-0031,0
crag_32-0024,0
crag_40-0031,0
dpath_48-0017,0
crag_13-0032,0
crag_39-0035,0
pannuke_13-0002,0
dpath_55-0036,0
glas_51-0009,0
crag_16-0032,0
dpath_55-0034,0
crag_47-0018,0
crag_28-0028,0
dpath_42-0034,0
dpath_50-0006,0
dpath_18-0020,0
dpath_22-0003,0
crag_32-0018,0
dpath_68-0014,0
crag_61-0024,0
dpath_12-0008,0
glas_18-0008,0
dpath_12-0061,0
dpath_35-0029,0
crag_46-0002,0
crag_64-0013,0
dpath_50-0018,0
dpath_55-0021,0
dpath_55-0039,0
glas_7-0011,0
dpath_47-0021,0
dpath_33-0004,0
crag_14-0019,0
dpath_54-0004,0
crag_32-0026,0
crag_22-0027,0
crag_32-0021,0
dpath_12-0026,0
dpath_61-0014,0
dpath_65-0014,0
crag_20-0013,0
dpath_11-0002,0
dpath_23-0015,0
crag_40-0016,0
dpath_38-0014,0
crag_50-0009,0
glas_21-0006,0
pannuke_5-0001,0
dpath_62-0009,0
crag_39-0025,0
crag_42-0020,0
dpath_34-0008,0
crag_46-0003,0
dpath_48-0019,0
dpath_22-0026,0
crag_60-0008,0
dpath_27-0050,0
crag_56-0035,0
dpath_57-0013,0
crag_9-0015,0
dpath_8-0014,0
dpath_10-0009,0
dpath_42-0032,0
crag_52-0009,0
dpath_55-0009,0
crag_35-0005,0
glas_35-0003,0
dpath_47-0010,0
dpath_47-0024,0
glas_31-0000,0
dpath_3-0017,0
crag_16-0028,0
dpath_12-0001,0
consep_11-0000,0
dpath_65-0014,0
crag_60-0016,0
dpath_38-0016,0
dpath_8-0001,0
dpath_12-0040,0
crag_52-0033,0
dpath_41-0000,0
glas_33-0005,0
crag_61-0022,0
crag_45-0013,0
crag_27-0010,0
crag_50-0033,0
dpath_19-0026,0
dpath_68-0001,0
dpath_7-0002,0
dpath_43-0007,0
dpath_18-0005,0
dpath_19-0020,0
dpath_22-0000,0
crag_16-0034,0
dpath_19-0023,0
pannuke_19-0002,0
crag_25-0012,0
crag_47-0002,0
dpath_68-0018,0
dpath_7-0004,0
dpath_38-0006,0
crag_22-0025,0
dpath_18-0005,0
crag_47-0006,0
crag_46-0035,0
crag_22-0026,0
dpath_18-0010,0
dpath_66-0009,0
pannuke_12-0001,0
dpath_69-0011,0
glas_45-0010,0
dpath_19-0024,0
dpath_47-0004,0
dpath_62-0010,0
dpath_22-0019,0
crag_15-0010,0
dpath_22-0007,0
crag_32-0028,0
dpath_66-0003,0
crag_47-0012,0
crag_27-0007,0
dpath_12-0018,0
dpath_12-0012,0
crag_60-0019,0
dpath_47-0015,0
crag_60-0021,0
crag_20-0033,0
crag_42-0034,0
dpath_56-0023,0
glas_51-0008,0
crag_14-0023,0
glas_40-0001,0
crag_14-0035,0
crag_33-0021,0
dpath_19-0007,0
dpath_37-0017,0
crag_15-0014,0
dpath_50-0002,0
crag_16-0034,0
crag_52-0018,0
glas_11-0003,0
dpath_27-0042,0
crag_16-0032,0
crag_49-0014,0
pannuke_14-0003,0
dpath_55-0002,0
dpath_50-0015,0
crag_44-0000,0
glas_52-0007,0
dpath_30-0012,0
dpath_22-0020,0
glas_42-0004,0
dpath_42-0009,0
crag_14-0015,0
crag_36-0011,0
crag_32-0022,0
crag_34-0015,0
crag_13-0007,0
pannuke_15-0000,0
glas_37-0002,0
dpath_55-0041,0
dpath_55-0009,0
crag_15-0001,0
dpath_69-0022,0
dpath_47-0017,0
dpath_61-0005,0
crag_32-0018,0
crag_31-0026,0
dpath_69-0022,0
crag_32-0009,0
crag_31-0008,0
dpath_22-0011,0
crag_64-0033,0
crag_61-0021,0
dpath_43-0002,0
crag_14-0035,0
dpath_66-0034,0
crag_17-0019,0
crag_16-0034,0
glas_1-0010,0
crag_56-0022,0
dpath_66-0012,0
dpath_59-0011,0
crag_47-0000,0
glas_61-0000,0
crag_46-0002,0
crag_39-0014,0
glas_35-0007,0
pannuke_19-0001,0
dpath_22-0011,0
crag_59-0011,0
dpath_65-0012,0
dpath_65-0003,0
crag_14-0035,0
dpath_69-0023,0
crag_64-0031,0
glas_1-0011,0
glas_37-0000,0
crag_16-0019,0
dpath_65-0000,0
dpath_42-0003,0
dpath_66-0024,0
dpath_59-0015,0
dpath_47-0022,0
crag_38-0010,0
dpath_69-0016,0
crag_32-0034,0
dpath_27-0008,0
dpath_39-0005,0
crag_9-0022,0
dpath_18-0001,0
dpath_66-0012,0
crag_47-0005,0
crag_62-0006,0
dpath_35-0001,0
dpath_5-0007,0
crag_46-0019,0
dpath_27-0041,0
dpath_27-0019,0
dpath_59-0005,0
dpath_59-0013,0
crag_64-0001,0
crag_20-0013,0
dpath_12-0044,0
dpath_60-0016,0
dpath_33-0014,0
dpath_42-0009,0
crag_35-0018,0
dpath_55-0025,0
dpath_62-0016,0
dpath_47-0020,0
crag_64-0035,0
crag_23-0031,0
glas_27-0004,0
dpath_11-0028,0
crag_51-0016,0
dpath_12-0005,0
dpath_10-0028,0
crag_51-0013,0
crag_35-0014,0
glas_1-0010,0
glas_3-0001,0
crag_46-0024,0
dpath_57-0010,0
crag_32-0026,0
crag_17-0014,0
dpath_66-0003,0
dpath_47-0003,0
dpath_50-0019,0
crag_19-0016,0
dpath_66-0012,0
crag_15-0008,0
glas_36-0006,0
dpath_55-0037,0
crag_58-0031,0
dpath_48-0007,0
dpath_68-0011,0
dpath_30-0019,0
dpath_12-0032,0
dpath_30-0001,0
crag_14-0008,0
crag_33-0019,0
dpath_68-0003,0
crag_46-0005,0
dpath_48-0002,0
crag_34-0002,0
dpath_12-0010,0
dpath_69-0030,0
crag_35-0018,0
consep_8-0002,0
glas_36-0001,0
dpath_10-0020,0
dpath_3-0014,0
crag_46-0005,0
glas_51-0006,0
crag_60-0010,0
dpath_48-0002,0
crag_46-0008,0
crag_19-0016,0
crag_58-0032,0
glas_46-0005,0
glas_22-0004,0
dpath_59-0005,0
dpath_18-0006,0
crag_51-0013,0
dpath_12-0045,0
dpath_8-0016,0
glas_35-0000,0
crag_14-0001,0
crag_46-0015,0
dpath_30-0004,0
crag_60-0032,0
crag_46-0018,0
crag_46-0011,0
dpath_47-0016,0
crag_48-0033,0
crag_11-0018,0
dpath_41-0014,0
crag_22-0007,0
consep_8-0000,0
crag_47-0023,0
dpath_17-0004,0
dpath_66-0025,0
crag_60-0008,0
crag_32-0035,0
glas_48-0008,0
crag_39-0021,0
crag_46-0018,0
dpath_47-0008,0
dpath_59-0001,0
dpath_22-0016,0
dpath_47-0022,0
dpath_11-0002,0
dpath_55-0020,0
glas_39-0001,0
crag_39-0001,0
crag_15-0002,0
dpath_65-0003,0
dpath_58-0012,0
glas_31-0010,0
dpath_48-0010,0
dpath_35-0027,0
dpath_47-0007,0
crag_31-0006,0
glas_33-0001,0
dpath_12-0012,0
crag_46-0023,0
dpath_50-0016,0
glas_41-0007,0
glas_13-0001,0
crag_46-0028,0
crag_14-0033,0
dpath_12-0014,0
crag_60-0032,0
crag_35-0028,0
dpath_27-0022,0
dpath_69-0035,0
crag_14-0023,0
dpath_48-0007,0
dpath_18-0017,0
crag_15-0010,0
dpath_69-0028,0
dpath_27-0035,0
dpath_50-0012,0
dpath_41-0003,0
dpath_47-0000,0
dpath_65-0012,0
dpath_5-0022,0
dpath_50-0001,0
dpath_47-0015,0
dpath_7-0004,0
consep_11-0003,0
crag_23-0024,0
crag_34-0008,0
dpath_12-0053,0
glas_41-0009,0
dpath_1-0001,0
glas_30-0005,0
crag_16-0013,0
crag_48-0020,0
dpath_59-0019,0
dpath_23-0003,0
glas_45-0000,0
dpath_48-0002,0
dpath_55-0005,0
dpath_55-0013,0
dpath_12-0051,0
glas_9-0001,0
crag_60-0002,0
dpath_19-0018,0
crag_27-0025,0
dpath_5-0014,0
dpath_65-0002,0
crag_15-0011,0
dpath_69-0022,0
glas_42-0004,0
dpath_48-0017,0
crag_39-0008,0
crag_15-0005,0
crag_15-0014,0
dpath_19-0002,0
consep_6-0001,0
glas_39-0002,0
dpath_47-0004,0
dpath_58-0001,0
dpath_47-0015,0
crag_50-0017,0
dpath_34-0002,0
dpath_17-0017,0
glas_30-0009,0
dpath_62-0008,0
dpath_18-0003,0
dpath_57-0004,0
dpath_47-0022,0
crag_46-0029,0
glas_7-0006,0
dpath_21-0005,0
crag_32-0004,0
dpath_59-0005,0
crag_17-0033,0
dpath_11-0027,0
glas_27-0001,0
dpath_38-0016,0
crag_16-0022,0
crag_39-0016,0
crag_60-0025,0
dpath_59-0002,0
dpath_66-0033,0
glas_13-0003,0
dpath_41-0028,0
crag_44-0021,0
dpath_41-0025,0
crag_35-0027,0
crag_38-0000,0
dpath_22-0013,0
crag_15-0035,0
crag_35-0013,0
crag_60-0029,0
dpath_69-0016,0
crag_46-0028,0
dpath_48-0002,0
crag_15-0004,0
crag_17-0032,0
dpath_47-0008,0
crag_60-0009,0
crag_31-0022,0
dpath_53-0007,0
dpath_1-0016,0
dpath_37-0018,0
crag_15-0019,0
glas_31-0008,0
crag_48-0024,0
dpath_3-0021,0
dpath_10-0013,0
crag_60-0003,0
dpath_38-0008,0
dpath_30-0019,0
crag_23-0033,0
crag_42-0028,0
dpath_12-0012,0
crag_44-0026,0
dpath_27-0049,0
crag_15-0032,0
pannuke_5-0000,0
dpath_68-0013,0
dpath_12-0064,0
dpath_12-0042,0
crag_50-0027,0
dpath_65-0014,0
crag_17-0000,0
dpath_53-0013,0
dpath_42-0010,0
consep_15-0001,0
dpath_27-0022,0
dpath_60-0028,0
crag_46-0014,0
crag_61-0026,0
dpath_12-0012,0
dpath_48-0016,0
dpath_35-0001,0
dpath_37-0005,0
dpath_10-0014,0
dpath_66-0008,0
dpath_12-0037,0
dpath_37-0011,0
crag_36-0033,0
dpath_10-0009,0
crag_46-0022,0
dpath_12-0039,0
glas_42-0010,0
dpath_12-0033,0
dpath_19-0002,0
glas_40-0008,0
crag_22-0029,0
dpath_22-0013,0
dpath_69-0028,0
crag_46-0009,0
crag_64-0030,0
crag_46-0010,0
dpath_5-0016,0
crag_15-0019,0
crag_27-0012,0
crag_36-0012,0
crag_9-0031,0
dpath_41-0021,0
crag_47-0003,0
glas_7-0011,0
dpath_69-0016,0
crag_60-0034,0
dpath_27-0020,0
crag_60-0032,0
glas_61-0003,0
dpath_41-0017,0
dpath_10-0029,0
dpath_18-0017,0
dpath_66-0014,0
dpath_47-0011,0
dpath_59-0001,0
crag_17-0009,0
dpath_69-0039,0
crag_9-0016,0
dpath_19-0003,0
crag_51-0018,0
crag_36-0028,0
crag_46-0018,0
glas_5-0005,0
dpath_5-0003,0
crag_13-0017,0
crag_46-0034,0
crag_28-0035,0
dpath_42-0004,0
dpath_35-0034,0
dpath_1-0004,0
dpath_66-0033,0
crag_55-0007,0
dpath_42-0010,0
crag_62-0005,0
crag_47-0021,0
dpath_8-0011,0
dpath_50-0010,0
glas_35-0005,0
crag_35-0026,0
dpath_27-0037,0
dpath_39-0006,0
dpath_10-0026,0
glas_19-0008,0
dpath_12-0048,0
dpath_69-0016,0
dpath_55-0009,0
crag_6-0006,0
crag_47-0012,0
consep_5-0003,0
dpath_35-0027,0
crag_46-0020,0
crag_15-0000,0
glas_45-0001,0
dpath_19-0025,0
dpath_1-0003,0
glas_45-0002,0
dpath_55-0013,0
dpath_42-0017,0
dpath_27-0019,0
crag_19-0015,0
dpath_66-0015,0
glas_26-0005,0
crag_23-0000,0
dpath_5-0009,0
glas_7-0011,0
dpath_50-0005,0
crag_19-0025,0
glas_1-0004,0
dpath_69-0000,0
crag_32-0003,0
crag_47-0001,0
dpath_55-0005,0
dpath_66-0026,0
dpath_8-0003,0
dpath_47-0013,0
dpath_19-0017,0
crag_38-0019,0
glas_27-0011,0
crag_46-0023,0
dpath_12-0061,0
pannuke_13-0002,0
crag_45-0017,0
dpath_35-0007,0
dpath_12-0023,0
crag_22-0030,0
dpath_33-0005,0
glas_25-0001,0
dpath_55-0030,0
dpath_60-0011,0
dpath_10-0009,0
glas_30-0008,0
dpath_5-0023,0
dpath_50-0005,0
dpath_65-0006,0
crag_32-0018,0
crag_15-0011,0
glas_2-0003,0
dpath_18-0007,0
dpath_24-0003,0
pannuke_5-0001,0
glas_4-0005,0
glas_38-0000,0
crag_34-0019,0
dpath_8-0018,0
crag_46-0012,0
crag_60-0009,0
pannuke_5-0003,0
crag_20-0023,0
glas_9-0007,0
dpath_47-0022,0
dpath_18-0015,0
dpath_22-0003,0
crag_15-0021,0
glas_48-0011,0
dpath_58-0002,0
crag_14-0011,0
crag_32-0005,0
dpath_12-0061,0
crag_22-0029,0
dpath_66-0003,0
dpath_47-0018,0
crag_20-0024,0
glas_1-0003,0
dpath_59-0007,0
crag_14-0016,0
crag_55-0007,0
dpath_62-0031,0
dpath_18-0001,0
crag_32-0009,0
crag_35-0032,0
dpath_47-0011,0
crag_33-0016,0
dpath_1-0006,0
crag_60-0016,0
dpath_68-0022,0
crag_60-0002,0
dpath_50-0015,0
dpath_33-0015,0
dpath_66-0002,0
dpath_42-0033,0
dpath_60-0011,0
dpath_33-0005,0
crag_5-0005,0
pannuke_5-0002,0
crag_37-0019,0
dpath_41-0023,0
crag_6-0026,0
dpath_47-0012,0
dpath_53-0012,0
crag_60-0032,0
dpath_37-0004,0
crag_15-0018,0
crag_19-0013,0
glas_52-0007,0
dpath_48-0010,0
crag_16-0013,0
dpath_55-0005,0
dpath_48-0017,0
dpath_42-0008,0
crag_47-0034,0
dpath_27-0016,0
crag_16-0035,0
crag_47-0030,0
glas_33-0010,0
crag_6-0034,0
glas_44-0003,0
dpath_12-0003,0
dpath_12-0024,0
crag_36-0005,0
glas_17-0011,0
dpath_6-0012,0
crag_47-0014,0
dpath_50-0016,0
dpath_2-0016,0
crag_39-0028,0
crag_40-0021,0
glas_11-0003,0
crag_47-0035,0
dpath_35-0019,0
dpath_66-0007,0
crag_46-0012,0
crag_39-0006,0
crag_47-0022,0
crag_60-0006,0
dpath_65-0012,0
crag_35-0022,0
glas_44-0010,0
dpath_12-0060,0
crag_11-0018,0
dpath_48-0006,0
dpath_12-0011,0
glas_42-0011,0
glas_56-0010,0
dpath_59-0000,0
crag_38-0001,0
dpath_50-0001,0
pannuke_19-0001,0
crag_46-0027,0
dpath_55-0014,0
dpath_35-0030,0
dpath_50-0002,0
dpath_17-0002,0
dpath_65-0004,0
crag_14-0018,0
crag_32-0028,0
dpath_33-0003,0
crag_19-0010,0
crag_48-0004,0
dpath_33-0015,0
dpath_62-0013,0
dpath_10-0002,0
dpath_65-0000,0
crag_40-0013,0
crag_35-0008,0
dpath_56-0008,0
dpath_66-0016,0
crag_35-0027,0
dpath_50-0014,0
dpath_49-0004,0
dpath_27-0009,0
dpath_27-0046,0
crag_32-0035,0
crag_47-0023,0
glas_43-0006,0
dpath_48-0008,0
dpath_38-0005,0
dpath_47-0007,0
crag_60-0020,0
crag_44-0029,0
dpath_69-0021,0
crag_46-0014,0
crag_46-0024,0
dpath_62-0009,0
dpath_33-0001,0
dpath_5-0014,0
dpath_36-0001,0
crag_60-0025,0
crag_11-0027,0
crag_31-0024,0
crag_16-0020,0
dpath_62-0009,0
crag_9-0016,0
glas_8-0009,0
dpath_66-0008,0
crag_19-0016,0
dpath_10-0004,0
dpath_11-0007,0
dpath_69-0004,0
crag_46-0011,0
glas_38-0002,0
dpath_10-0004,0
crag_60-0013,0
crag_46-0004,0
dpath_68-0017,0
dpath_22-0022,0
dpath_19-0016,0
crag_52-0014,0
crag_31-0013,0
crag_45-0000,0
dpath_27-0042,0
crag_16-0033,0
dpath_19-0028,0
crag_48-0031,0
crag_32-0015,0
crag_58-0027,0
crag_31-0001,0
dpath_65-0000,0
dpath_11-0029,0
glas_48-0011,0
crag_22-0022,0
dpath_12-0005,0
dpath_43-0004,0
dpath_1-0005,0
crag_52-0019,0
pannuke_6-0002,0
crag_32-0026,0
dpath_65-0008,0
crag_19-0025,0
crag_34-0031,0
dpath_27-0001,0
dpath_18-0017,0
dpath_19-0016,0
dpath_12-0052,0
dpath_48-0017,0
dpath_10-0014,0
dpath_24-0019,0
crag_64-0004,0
crag_25-0028,0
glas_40-0005,0
dpath_50-0009,0
glas_7-0005,0
dpath_66-0015,0
crag_31-0009,0
glas_57-0008,0
crag_58-0007,0
pannuke_27-0003,0
dpath_55-0031,0
crag_14-0007,0
crag_55-0007,0
dpath_12-0003,0
consep_13-0003,0
dpath_12-0059,0
dpath_69-0021,0
dpath_12-0024,0
dpath_27-0050,0
dpath_62-0005,0
crag_64-0029,0
dpath_66-0013,0
glas_37-0010,0
dpath_1-0016,0
dpath_12-0036,0
dpath_66-0001,0
crag_60-0010,0
glas_42-0008,0
crag_60-0008,0
dpath_12-0006,0
dpath_50-0007,0
crag_33-0033,0
glas_37-0008,0
crag_60-0022,0
crag_15-0032,0
crag_32-0031,0
glas_3-0008,0
dpath_65-0010,0
crag_47-0016,0
consep_15-0002,0
dpath_11-0025,0
dpath_69-0024,0
dpath_18-0020,0
crag_13-0028,0
glas_37-0005,0
dpath_10-0027,0
dpath_21-0003,0
dpath_1-0004,0
dpath_47-0008,0
crag_44-0018,0
dpath_66-0031,0
glas_42-0009,0
crag_46-0008,0
crag_19-0031,0
crag_16-0005,0
crag_35-0024,0
crag_37-0007,0
glas_4-0006,0
dpath_1-0003,0
dpath_55-0020,0
crag_60-0007,0
crag_11-0018,0
glas_33-0011,0
crag_35-0027,0
crag_15-0001,0
crag_17-0030,0
crag_64-0006,0
crag_14-0027,0
dpath_42-0009,0
dpath_47-0010,0
dpath_12-0002,0
dpath_12-0022,0
crag_14-0023,0
dpath_22-0025,0
crag_57-0027,0
dpath_12-0057,0
crag_46-0014,0
crag_35-0004,0
dpath_58-0011,0
dpath_27-0016,0
dpath_50-0016,0
dpath_22-0005,0
dpath_12-0014,0
crag_17-0006,0
crag_33-0033,0
dpath_38-0011,0
crag_47-0003,0
glas_45-0004,0
dpath_66-0015,0
dpath_22-0012,0
dpath_59-0018,0
crag_49-0023,0
dpath_66-0034,0
crag_64-0001,0
glas_45-0010,0
crag_46-0030,0
crag_35-0025,0
crag_46-0026,0
dpath_43-0008,0
dpath_62-0049,0
crag_60-0035,0
dpath_39-0001,0
crag_15-0021,0
crag_16-0007,0
crag_16-0020,0
crag_15-0016,0
crag_15-0017,0
dpath_22-0017,0
dpath_27-0001,0
dpath_48-0016,0
crag_38-0032,0
dpath_38-0009,0
glas_8-0004,0
dpath_65-0004,0
crag_32-0013,0
glas_61-0000,0
glas_9-0000,0
dpath_66-0027,0
dpath_27-0010,0
dpath_50-0005,0
glas_19-0007,0
glas_2-0009,0
crag_20-0013,0
crag_25-0004,0
glas_1-0010,0
crag_6-0033,0
dpath_69-0007,0
glas_4-0008,0
glas_61-0007,0
dpath_50-0009,0
dpath_42-0013,0
dpath_12-0012,0
dpath_58-0017,0
crag_60-0027,0
dpath_18-0008,0
dpath_33-0004,0
dpath_69-0025,0
crag_56-0035,0
crag_62-0003,0
crag_22-0008,0
crag_22-0000,0
crag_23-0031,0
dpath_55-0009,0
dpath_38-0009,0
dpath_58-0003,0
crag_39-0028,0
crag_47-0029,0
dpath_66-0024,0
dpath_48-0007,0
dpath_42-0020,0
crag_47-0000,0
crag_23-0025,0
dpath_1-0012,0
dpath_62-0011,0
glas_18-0002,0
dpath_55-0020,0
crag_14-0020,0
dpath_47-0013,0
consep_15-0001,0
dpath_47-0022,0
glas_4-0010,0
crag_9-0008,0
dpath_27-0025,0
dpath_69-0007,0
dpath_22-0025,0
crag_14-0035,0
pannuke_5-0003,0
dpath_27-0032,0
crag_15-0000,0
dpath_66-0002,0
crag_9-0021,0
glas_40-0001,0
crag_61-0021,0
crag_14-0032,0
dpath_49-0004,0
crag_56-0022,0
dpath_24-0012,0
crag_47-0008,0
glas_18-0010,0
dpath_12-0036,0
crag_44-0013,0
dpath_58-0013,0
crag_45-0007,0
dpath_69-0026,0
crag_46-0034,0
crag_60-0011,0
dpath_27-0039,0
dpath_51-0001,0
dpath_41-0029,0
dpath_27-0049,0
dpath_34-0000,0
glas_45-0006,0
dpath_68-0014,0
dpath_48-0007,0
dpath_19-0029,0
crag_32-0008,0
dpath_27-0004,0
dpath_61-0007,0
dpath_66-0031,0
dpath_50-0008,0
dpath_48-0008,0
dpath_35-0032,0
crag_20-0031,0
crag_42-0033,0
crag_16-0022,0
glas_40-0009,0
dpath_49-0010,0
glas_3-0011,0
crag_39-0027,0
dpath_47-0006,0
dpath_35-0033,0
glas_21-0004,0
glas_35-0000,0
dpath_58-0003,0
crag_39-0033,0
dpath_12-0032,0
glas_52-0000,0
crag_17-0011,0
dpath_47-0009,0
glas_35-0000,0
dpath_35-0010,0
crag_40-0015,0
dpath_66-0033,0
crag_19-0011,0
dpath_27-0025,0
crag_60-0031,0
crag_47-0007,0
crag_60-0019,0
crag_60-0002,0
crag_60-0022,0
dpath_27-0037,0
dpath_27-0023,0
crag_64-0032,0
crag_52-0003,0
crag_35-0015,0
crag_55-0000,0
dpath_66-0002,0
dpath_10-0027,0
dpath_50-0012,0
crag_13-0026,0
crag_35-0025,0
dpath_62-0032,0
crag_19-0016,0
crag_20-0028,0
crag_48-0002,0
glas_27-0011,0
glas_47-0005,0
dpath_69-0000,0
crag_32-0014,0
dpath_38-0002,0
glas_47-0004,0
dpath_55-0034,0
dpath_48-0002,0
dpath_47-0022,0
dpath_47-0022,0
glas_25-0000,0
glas_45-0010,0
crag_22-0007,0
dpath_12-0018,0
dpath_22-0020,0
crag_46-0018,0
crag_60-0002,0
dpath_27-0019,0
crag_61-0020,0
glas_1-0007,0
glas_25-0005,0
dpath_27-0051,0
crag_52-0018,0
crag_47-0002,0
dpath_12-0027,0
dpath_48-0008,0
dpath_61-0011,0
dpath_18-0006,0
consep_8-0000,0
dpath_48-0015,0
dpath_43-0007,0
dpath_56-0008,0
glas_3-0004,0
crag_60-0018,0
dpath_41-0014,0
dpath_12-0060,0
crag_16-0029,0
dpath_22-0002,0
dpath_24-0002,0
dpath_12-0034,0
dpath_8-0006,0
dpath_69-0009,0
glas_37-0007,0
dpath_66-0015,0
pannuke_15-0002,0
crag_37-0023,0
dpath_1-0013,0
dpath_18-0013,0
dpath_12-0035,0
crag_15-0032,0
crag_15-0035,0
dpath_47-0013,0
dpath_69-0033,0
dpath_66-0006,0
crag_16-0007,0
crag_1-0027,0
dpath_59-0004,0
dpath_50-0008,0
crag_62-0013,0
crag_32-0034,0
crag_51-0013,0
dpath_22-0010,0
crag_46-0012,0
crag_32-0021,0
crag_62-0018,0
crag_48-0013,0
dpath_11-0019,0
crag_14-0001,0
dpath_35-0004,0
dpath_15-0019,0
dpath_12-0011,0
crag_22-0006,0
crag_32-0033,0
dpath_69-0016,0
dpath_1-0009,0
glas_4-0007,0
crag_47-0013,0
dpath_69-0004,0
dpath_27-0028,0
dpath_43-0002,0
dpath_18-0020,0
dpath_12-0020,0
glas_11-0006,0
crag_35-0028,0
dpath_37-0012,0
crag_56-0032,0
dpath_12-0045,0
crag_60-0025,0
dpath_47-0009,0
crag_44-0034,0
crag_35-0005,0
consep_4-0001,0
crag_20-0035,0
crag_38-0008,0
crag_60-0019,0
crag_60-0006,0
dpath_56-0010,0
glas_51-0010,0
dpath_41-0001,0
dpath_30-0015,0
crag_49-0028,0
crag_57-0029,0
crag_23-0013,0
consep_15-0003,0
crag_46-0022,0
dpath_58-0016,0
crag_22-0018,0
